word,pos,meaningZh,exampleEn,exampleZh,level,topicTag
"in","prep.","在…之內","","","7000","7000-words"
"inside","prep.","在…裡面","","","7000","7000-words"
"into","prep.","進入","","","7000","7000-words"
"less","prep.","減去;扣除;差...","","","7000","7000-words"
"like","prep.","像;如","","","7000","7000-words"
"near","prep.","接近","","","7000","7000-words"
"of","prep.","…的，屬於","","","7000","7000-words"
"off","prep.","離去","","","7000","7000-words"
"on","prep.","在…上面","","","7000","7000-words"
"out","prep.","通過...而出","","","7000","7000-words"
"outside","prep.","在外","","","7000","7000-words"
"over","prep.","在…之上","","","7000","7000-words"
"past","prep.","走過","","","7000","7000-words"
"round","prep.","圍繞,環繞;在...附近;大約","","","7000","7000-words"
"since","prep.","由於;自從...之後","","","7000","7000-words"
"than","prep.","比; 超過","","","7000","7000-words"
"till","prep.","直到","","","7000","7000-words"
"to","prep.","到;向","","","7000","7000-words"
"toward","prep.","向;對","","","7000","7000-words"
"towards","prep.","向,朝;面對;將近;大約","","","7000","7000-words"
"under","prep.","在…下面","","","7000","7000-words"
"until","prep.","直到","","","7000","7000-words"
"up","prep.","向...上","","","7000","7000-words"
"with","prep.","跟...在一起;有","","","7000","7000-words"
"after","conj.","在...之後","","","7000","7000-words"
"and","conj.","和；及；而；就","","","7000","7000-words"
"as","conj.","依照;當...時","","","7000","7000-words"
"because","conj.","因為","","","7000","7000-words"
"before","conj.","在...以前;與其...寧可;否則,要不然","","","7000","7000-words"
"but","conj.","但是","","","7000","7000-words"
"either","conj.","或者(和or連用)","","","7000","7000-words"
"for","conj.","因為,由於","","","7000","7000-words"
"if","conj.","如果","","","7000","7000-words"
"nor","conj.","亦不","","","7000","7000-words"
"once","conj.","一旦,一經...便","","","7000","7000-words"
"only","conj.","可是,不過;要不是,若非","","","7000","7000-words"
"or","conj.","或","","","7000","7000-words"
"since","conj.","自...以來;因為","","","7000","7000-words"
"so","conj.","因此","","","7000","7000-words"
"than","conj.","比較","","","7000","7000-words"
"that","conj.","以致","","","7000","7000-words"
"though","conj.","雖然","","","7000","7000-words"
"till","conj.","直到...為止","","","7000","7000-words"
"until","conj.","直到...時","","","7000","7000-words"
"when","conj.","當...時;既然;然而","","","7000","7000-words"
"where","conj.","在...處;到...的地方;...的地方","","","7000","7000-words"
"whether","conj.","是否","","","7000","7000-words"
"while","conj.","當...的時候","","","7000","7000-words"
"yet","conj.","然而","","","7000","7000-words"
"act","n.","行動,法案","","","7000","7000-words"
"action","n.","動作","","","7000","7000-words"
"actor","n.","男演員","","","7000","7000-words"
"actress","n.","女演員","","","7000","7000-words"
"address","n.","地址; 演說","","","7000","7000-words"
"adult","n.","成年人","","","7000","7000-words"
"afternoon","n.","下午;午後","","","7000","7000-words"
"age","n.","年齡","","","7000","7000-words"
"agreement","n.","同意","","","7000","7000-words"
"air","n.","空氣","","","7000","7000-words"
"airmail","n.","航空郵件","","","7000","7000-words"
"airplane","n.","飛機","","","7000","7000-words"
"airport","n.","飛機場","","","7000","7000-words"
"all","n.","全體,一切;全部財產","","","7000","7000-words"
"anger","n.","生氣","","","7000","7000-words"
"animal","n.","動物","","","7000","7000-words"
"answer","n.","答案","","","7000","7000-words"
"ant","n.","螞蟻","","","7000","7000-words"
"ape","n.","大猩猩","","","7000","7000-words"
"apple","n.","蘋果","","","7000","7000-words"
"April","n.","四月","","","7000","7000-words"
"area","n.","地區;面積","","","7000","7000-words"
"arm","n.","手臂","","","7000","7000-words"
"army","n.","軍隊;大群","","","7000","7000-words"
"art","n.","藝術","","","7000","7000-words"
"August","n.","八月","","","7000","7000-words"
"aunt","n.","姨媽;姑媽","","","7000","7000-words"
"auntie","n.","(aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母","","","7000","7000-words"
"aunty","n.","(aunt 的暱稱)伯母;嬸母;姑母;姨母;舅母","","","7000","7000-words"
"autumn","n.","秋季","","","7000","7000-words"
"baby","n.","嬰兒","","","7000","7000-words"
"back","n.","背部;後面","","","7000","7000-words"
"bag","n.","袋子","","","7000","7000-words"
"ball","n.","球","","","7000","7000-words"
"balloon","n.","汽球","","","7000","7000-words"
"banana","n.","香蕉","","","7000","7000-words"
"band","n.","樂團;樂隊","","","7000","7000-words"
"bank","n.","銀行;堤;岸","","","7000","7000-words"
"bar","n.","棒,條;酒吧","","","7000","7000-words"
"barber","n.","男理髮師","","","7000","7000-words"
"base","n.","基;底;基部","","","7000","7000-words"
"baseball","n.","棒球","","","7000","7000-words"
"basket","n.","籃子","","","7000","7000-words"
"basketball","n.","籃球","","","7000","7000-words"
"bat","n.","球棒;蝙蝠","","","7000","7000-words"
"bath","n.","洗澡","","","7000","7000-words"
"bathroom","n.","廁所;浴室","","","7000","7000-words"
"beach","n.","海灘","","","7000","7000-words"
"bear","n.","熊","","","7000","7000-words"
"beat","n.","敲打;敲擊聲;心跳聲;滴答聲;拍子","","","7000","7000-words"
"beauty","n.","美貌;美人","","","7000","7000-words"
"bed","n.","床","","","7000","7000-words"
"bee","n.","蜜蜂","","","7000","7000-words"
"bell","n.","鈴;鐘","","","7000","7000-words"
"best","n.","最好;最佳;最好","","","7000","7000-words"
"better","n.","(人或事物)較優者,較好者","","","7000","7000-words"
"bicycle","n.","腳踏車","","","7000","7000-words"
"bike","n.","腳踏車","","","7000","7000-words"
"bird","n.","鳥","","","7000","7000-words"
"birth","n.","出生;起源","","","7000","7000-words"
"bit","n.","小片,;少量,一點點;片刻;位元","","","7000","7000-words"
"bite","n.","咬,叮","","","7000","7000-words"
"black","n.","黑色;美國黑人","","","7000","7000-words"
"block","n.","街區","","","7000","7000-words"
"blood","n.","血","","","7000","7000-words"
"blow","n.","吹動,吹氣;強風;吹牛","","","7000","7000-words"
"blue","n.","藍色","","","7000","7000-words"
"boat","n.","小船","","","7000","7000-words"
"body","n.","身體","","","7000","7000-words"
"bone","n.","骨頭","","","7000","7000-words"
"book","n.","書本","","","7000","7000-words"
"bottom","n.","底部;屁股","","","7000","7000-words"
"bowl","n.","碗","","","7000","7000-words"
"box","n.","箱;盒;匣","","","7000","7000-words"
"boy","n.","男孩","","","7000","7000-words"
"bread","n.","麵包","","","7000","7000-words"
"break","n.","暫停","","","7000","7000-words"
"breakfast","n.","早餐","","","7000","7000-words"
"bridge","n.","橋","","","7000","7000-words"
"brother","n.","兄;弟","","","7000","7000-words"
"brown","n.","棕色","","","7000","7000-words"
"buck","n.","雄性動物(鹿、羊或兔等)","","","7000","7000-words"
"bug","n.","小蟲","","","7000","7000-words"
"building","n.","建築物","","","7000","7000-words"
"bus","n.","公車","","","7000","7000-words"
"butter","n.","奶油","","","7000","7000-words"
"butterfly","n.","蝴蝶","","","7000","7000-words"
"buy","n.","購買;便宜貨","","","7000","7000-words"
"bye","n.","次要的東西;(體育比賽中)輪空","","","7000","7000-words"
"cab","n.","計程車;出租馬車","","","7000","7000-words"
"cage","n.","鳥籠;獸籠","","","7000","7000-words"
"cake","n.","蛋糕","","","7000","7000-words"
"call","n.","呼叫;請求;通話;(紙牌)叫牌;判決","","","7000","7000-words"
"camel","n.","駱駝","","","7000","7000-words"
"camera","n.","照相機","","","7000","7000-words"
"camp","n.","營地","","","7000","7000-words"
"can","n.","罐頭","","","7000","7000-words"
"candy","n.","糖果","","","7000","7000-words"
"cap","n.","無邊便帽;蓋子","","","7000","7000-words"
"car","n.","汽車","","","7000","7000-words"
"card","n.","卡片","","","7000","7000-words"
"care","n.","看護;保護;照料;管理;關懷;小心","","","7000","7000-words"
"case","n.","盒子;案件","","","7000","7000-words"
"cat","n.","貓","","","7000","7000-words"
"catch","n.","抓住,捕捉;接球;把手;圈套","","","7000","7000-words"
"cause","n.","原因;理由","","","7000","7000-words"
"cent","n.","分(錢幣)","","","7000","7000-words"
"center","n.","中心(點)","","","7000","7000-words"
"chance","n.","機會","","","7000","7000-words"
"chart","n.","圖表","","","7000","7000-words"
"chase","n.","追逐;追擊","","","7000","7000-words"
"check","n.","支票;買單","","","7000","7000-words"
"chick","n.","小雞","","","7000","7000-words"
"chicken","n.","雞;雞肉","","","7000","7000-words"
"chief","n.","首領;長官","","","7000","7000-words"
"child","n.","小孩","","","7000","7000-words"
"Christmas","n.","耶誕節","","","7000","7000-words"
"church","n.","教堂","","","7000","7000-words"
"city","n.","都市","","","7000","7000-words"
"class","n.","階級;班級;上課","","","7000","7000-words"
"clean","n.","打掃;去垢","","","7000","7000-words"
"climb","n.","攀登,攀爬","","","7000","7000-words"
"clock","n.","鐘","","","7000","7000-words"
"close","n.","結束,終止;(金融)收盤價","","","7000","7000-words"
"cloud","n.","雲","","","7000","7000-words"
"coast","n.","海岸","","","7000","7000-words"
"coat","n.","外套","","","7000","7000-words"
"cocoa","n.","可可粉;可可樹;可可色","","","7000","7000-words"
"coffee","n.","咖啡","","","7000","7000-words"
"Coke","n.","可口可樂","","","7000","7000-words"
"cola","n.","可樂","","","7000","7000-words"
"cold","n.","感冒","","","7000","7000-words"
"color","n.","顏色","","","7000","7000-words"
"common","n.","公共用地,公有地","","","7000","7000-words"
"cook","n.","廚師","","","7000","7000-words"
"cookie","n.","餅乾","","","7000","7000-words"
"cooky","n.","cookie","","","7000","7000-words"
"cool","n.","涼爽","","","7000","7000-words"
"cop","n.","警察","","","7000","7000-words"
"corn","n.","玉米","","","7000","7000-words"
"cost","n.","費用;成本","","","7000","7000-words"
"count","n.","計數;計算","","","7000","7000-words"
"country","n.","國家;鄉下","","","7000","7000-words"
"course","n.","課程;科目","","","7000","7000-words"
"cover","n.","封面","","","7000","7000-words"
"cow","n.","母牛","","","7000","7000-words"
"cowboy","n.","牛仔","","","7000","7000-words"
"crow","n.","鴉,烏鴉","","","7000","7000-words"
"cry","n.","叫喊;呼叫;(一陣)哭","","","7000","7000-words"
"cub","n.","幼鯨;牛棚","","","7000","7000-words"
"cup","n.","杯子","","","7000","7000-words"
"cut","n.","傷口;刻痕;削減;近路;曠課","","","7000","7000-words"
"dad","n.","父親","","","7000","7000-words"
"daddy","n.","父親","","","7000","7000-words"
"dance","n.","舞會","","","7000","7000-words"
"dancer","n.","舞蹈演員;舞蹈家","","","7000","7000-words"
"danger","n.","危險","","","7000","7000-words"
"dark","n.","黑暗,暗處;曖昧;隱晦","","","7000","7000-words"
"date","n.","日期","","","7000","7000-words"
"daughter","n.","女兒","","","7000","7000-words"
"day","n.","白天;日","","","7000","7000-words"
"deal","n.","交易","","","7000","7000-words"
"dear","n.","(常作稱呼)親愛的(人)","","","7000","7000-words"
"death","n.","死亡","","","7000","7000-words"
"December","n.","十二月","","","7000","7000-words"
"deer","n.","鹿","","","7000","7000-words"
"desk","n.","書桌","","","7000","7000-words"
"dig","n.","刺,戳,碰;挖苦","","","7000","7000-words"
"dinner","n.","晚餐","","","7000","7000-words"
"dish","n.","盤子;一盤菜","","","7000","7000-words"
"dog","n.","狗","","","7000","7000-words"
"doll","n.","洋娃娃","","","7000","7000-words"
"dollar","n.","美元","","","7000","7000-words"
"door","n.","門","","","7000","7000-words"
"dove","n.","鴿","","","7000","7000-words"
"down","n.","下降;蕭條;絨毛;有草丘陵地","","","7000","7000-words"
"downstairs","n.","樓下","","","7000","7000-words"
"dozen","n.","一打","","","7000","7000-words"
"draw","n.","平局;平手","","","7000","7000-words"
"dream","n.","夢","","","7000","7000-words"
"drink","n.","飲料","","","7000","7000-words"
"drinking","n.","喝酒","","","7000","7000-words"
"drive","n.","兜風;車程;幹勁;比賽","","","7000","7000-words"
"driver","n.","司機","","","7000","7000-words"
"duck","n.","鴨","","","7000","7000-words"
"duckling","n.","小鴨","","","7000","7000-words"
"eagle","n.","老鷹","","","7000","7000-words"
"ear","n.","耳朵","","","7000","7000-words"
"earth","n.","地球;土地","","","7000","7000-words"
"ease","n.","容易;不費力;舒適;悠閒,放鬆,緩和","","","7000","7000-words"
"east","n.","東方","","","7000","7000-words"
"edge","n.","邊緣;優勢","","","7000","7000-words"
"egg","n.","蛋","","","7000","7000-words"
"eight","n.","八","","","7000","7000-words"
"eighteen","n.","十八","","","7000","7000-words"
"eighty","n.","八十","","","7000","7000-words"
"elephant","n.","大象","","","7000","7000-words"
"eleven","n.","十一","","","7000","7000-words"
"end","n.","盡頭;結局","","","7000","7000-words"
"English","n.","英語","","","7000","7000-words"
"enough","n.","足夠,充分","","","7000","7000-words"
"equal","n.","相等的事物;相等的數量","","","7000","7000-words"
"evening","n.","傍晚","","","7000","7000-words"
"exam","n.","考試","","","7000","7000-words"
"examination","n.","檢查,調查","","","7000","7000-words"
"example","n.","例子","","","7000","7000-words"
"eye","n.","眼睛","","","7000","7000-words"
"face","n.","臉","","","7000","7000-words"
"fact","n.","事實","","","7000","7000-words"
"factory","n.","工廠","","","7000","7000-words"
"fall","n.","秋天","","","7000","7000-words"
"family","n.","家庭","","","7000","7000-words"
"farm","n.","農場","","","7000","7000-words"
"farmer","n.","農夫","","","7000","7000-words"
"fat","n.","(動,植物)脂肪;油脂","","","7000","7000-words"
"father","n.","父親","","","7000","7000-words"
"fear","n.","懼怕","","","7000","7000-words"
"February","n.","二月","","","7000","7000-words"
"feed","n.","(動物或嬰兒的)一餐;飼料","","","7000","7000-words"
"feel","n.","觸覺;手感;觸,摸;感覺,氣氛","","","7000","7000-words"
"feeling","n.","感覺","","","7000","7000-words"
"feelings","n.","感覺,觸覺","","","7000","7000-words"
"fifteen","n.","十五","","","7000","7000-words"
"fifty","n.","五十","","","7000","7000-words"
"fight","n.","打架;戰鬥","","","7000","7000-words"
"fill","n.","填滿的量;裝填物","","","7000","7000-words"
"final","n.","決賽;期末考;(當日報紙的)末版","","","7000","7000-words"
"find","n.","發現;發現物","","","7000","7000-words"
"fine","n.","好天氣; 罰金,罰款","","","7000","7000-words"
"finger","n.","手指","","","7000","7000-words"
"finish","n.","結束;(傢具等)末道漆","","","7000","7000-words"
"fire","n.","火","","","7000","7000-words"
"first","n.","第一;第一個;第一名;優等;開始;開始時間","","","7000","7000-words"
"fish","n.","魚","","","7000","7000-words"
"five","n.","五","","","7000","7000-words"
"floor","n.","地板;樓;室內地上","","","7000","7000-words"
"flower","n.","花","","","7000","7000-words"
"fly","n.","蒼蠅","","","7000","7000-words"
"fog","n.","霧","","","7000","7000-words"
"food","n.","食物","","","7000","7000-words"
"foot","n.","腳;一尺長","","","7000","7000-words"
"force","n.","力量;暴力","","","7000","7000-words"
"forest","n.","森林","","","7000","7000-words"
"fork","n.","叉子","","","7000","7000-words"
"forty","n.","四十","","","7000","7000-words"
"four","n.","四","","","7000","7000-words"
"fourteen","n.","十四","","","7000","7000-words"
"Friday","n.","星期五","","","7000","7000-words"
"friend","n.","朋友","","","7000","7000-words"
"frog","n.","青蛙","","","7000","7000-words"
"front","n.","前方","","","7000","7000-words"
"fruit","n.","水果","","","7000","7000-words"
"fun","n.","樂趣","","","7000","7000-words"
"game","n.","比賽;遊戲","","","7000","7000-words"
"garden","n.","花園","","","7000","7000-words"
"ghost","n.","鬼","","","7000","7000-words"
"gift","n.","禮物","","","7000","7000-words"
"girl","n.","女孩","","","7000","7000-words"
"glass","n.","玻璃杯;玻璃","","","7000","7000-words"
"glasses","n.","眼鏡","","","7000","7000-words"
"go","n.","輪到的機會;嘗試","","","7000","7000-words"
"god","n.","上帝","","","7000","7000-words"
"goddess","n.","女神","","","7000","7000-words"
"gold","n.","黃金","","","7000","7000-words"
"good","n.","利益;好處;優點","","","7000","7000-words"
"good-by","n.","告別,再見,道別的話","","","7000","7000-words"
"good-bye","n.","告別","","","7000","7000-words"
"goose","n.","鵝","","","7000","7000-words"
"grandchild","n.","孫子;孫女;外孫;外孫女","","","7000","7000-words"
"granddaughter","n.","孫女;外孫女","","","7000","7000-words"
"grandfather","n.","祖父;外祖父","","","7000","7000-words"
"grandma","n.","祖母;外祖母","","","7000","7000-words"
"grandmother","n.","祖母;外祖母","","","7000","7000-words"
"grandpa","n.","祖父;外祖父","","","7000","7000-words"
"grandson","n.","孫子;外孫","","","7000","7000-words"
"grass","n.","草","","","7000","7000-words"
"gray","n.","灰色","","","7000","7000-words"
"great","n.","偉人們,大人物們","","","7000","7000-words"
"green","n.","綠色","","","7000","7000-words"
"grey","n.","灰色;暗淡的光線","","","7000","7000-words"
"ground","n.","地面","","","7000","7000-words"
"group","n.","一群","","","7000","7000-words"
"guess","n.","猜測","","","7000","7000-words"
"guest","n.","客人","","","7000","7000-words"
"guide","n.","嚮導","","","7000","7000-words"
"gun","n.","槍","","","7000","7000-words"
"hair","n.","頭髮","","","7000","7000-words"
"haircut","n.","理髮","","","7000","7000-words"
"half","n.","一半","","","7000","7000-words"
"ham","n.","火腿","","","7000","7000-words"
"hand","n.","手","","","7000","7000-words"
"hat","n.","帽子","","","7000","7000-words"
"hate","n.","仇恨,憎恨;厭惡","","","7000","7000-words"
"head","n.","頭;首長","","","7000","7000-words"
"health","n.","健康","","","7000","7000-words"
"heart","n.","心臟","","","7000","7000-words"
"heat","n.","熱氣","","","7000","7000-words"
"hello","n.","表示問候的叫聲","","","7000","7000-words"
"help","n.","幫助;幫手,助手","","","7000","7000-words"
"here","n.","這裡;今世","","","7000","7000-words"
"high","n.","高水準;高峰;天空","","","7000","7000-words"
"hill","n.","丘陵","","","7000","7000-words"
"history","n.","歷史","","","7000","7000-words"
"hit","n.","打擊;成功而風行一時的事物;安打","","","7000","7000-words"
"hold","n.","抓住,握住;延遲;延期;耽擱","","","7000","7000-words"
"hole","n.","洞","","","7000","7000-words"
"holiday","n.","假日","","","7000","7000-words"
"home","n.","家","","","7000","7000-words"
"homework","n.","家庭作業","","","7000","7000-words"
"hope","n.","希望,期望","","","7000","7000-words"
"horse","n.","馬","","","7000","7000-words"
"hour","n.","小時","","","7000","7000-words"
"house","n.","房子","","","7000","7000-words"
"human","n.","人","","","7000","7000-words"
"hundred","n.","一百","","","7000","7000-words"
"hurt","n.","(精神上的)創傷;傷;痛","","","7000","7000-words"
"husband","n.","丈夫","","","7000","7000-words"
"ice","n.","冰","","","7000","7000-words"
"idea","n.","主意","","","7000","7000-words"
"inch","n.","英吋","","","7000","7000-words"
"inside","n.","內部,裡面;內幕","","","7000","7000-words"
"interest","n.","興趣","","","7000","7000-words"
"iron","n.","鐵;熨斗","","","7000","7000-words"
"January","n.","一月","","","7000","7000-words"
"job","n.","職業;工作","","","7000","7000-words"
"join","n.","接合點;接連處","","","7000","7000-words"
"joke","n.","笑話","","","7000","7000-words"
"joy","n.","歡喜;樂趣","","","7000","7000-words"
"juice","n.","果汁","","","7000","7000-words"
"July","n.","七月","","","7000","7000-words"
"jump","n.","跳躍;暴漲","","","7000","7000-words"
"June","n.","六月","","","7000","7000-words"
"keep","n.","生活費,生計","","","7000","7000-words"
"keeper","n.","保管人;守衛","","","7000","7000-words"
"key","n.","鑰匙","","","7000","7000-words"
"kick","n.","踢;反衝,後座力;刺激,快感","","","7000","7000-words"
"kid","n.","小孩","","","7000","7000-words"
"kill","n.","獵獲物;屠殺","","","7000","7000-words"
"kind","n.","種類","","","7000","7000-words"
"king","n.","國王","","","7000","7000-words"
"kiss","n.","吻","","","7000","7000-words"
"kitchen","n.","廚房","","","7000","7000-words"
"kite","n.","風箏","","","7000","7000-words"
"kitten","n.","小貓","","","7000","7000-words"
"kitty","n.","小貓","","","7000","7000-words"
"knee","n.","膝蓋","","","7000","7000-words"
"knife","n.","刀子","","","7000","7000-words"
"lack","n.","缺乏","","","7000","7000-words"
"lady","n.","淑女","","","7000","7000-words"
"lake","n.","湖","","","7000","7000-words"
"lamb","n.","小羊","","","7000","7000-words"
"lamp","n.","燈","","","7000","7000-words"
"land","n.","陸地","","","7000","7000-words"
"last","n.","最後的人(或東西);最後;上回","","","7000","7000-words"
"laugh","n.","笑,笑聲","","","7000","7000-words"
"law","n.","法律","","","7000","7000-words"
"leader","n.","領袖","","","7000","7000-words"
"leaf","n.","樹葉","","","7000","7000-words"
"leave","n.","准假;休假","","","7000","7000-words"
"left","n.","左,左邊;激進分子們","","","7000","7000-words"
"leg","n.","腿","","","7000","7000-words"
"lesson","n.","課;教訓","","","7000","7000-words"
"letter","n.","信;字母","","","7000","7000-words"
"level","n.","水平線","","","7000","7000-words"
"lie","n.","謊言","","","7000","7000-words"
"life","n.","人生;生命","","","7000","7000-words"
"lift","n.","提,吊,升;鼓舞","","","7000","7000-words"
"light","n.","光線;燈","","","7000","7000-words"
"like","n.","愛好","","","7000","7000-words"
"lily","n.","百合花","","","7000","7000-words"
"line","n.","線;隊伍","","","7000","7000-words"
"lion","n.","獅子","","","7000","7000-words"
"lip","n.","嘴唇","","","7000","7000-words"
"list","n.","單子","","","7000","7000-words"
"little","n.","沒有多少;短時間;短距離","","","7000","7000-words"
"look","n.","看;瞥;臉色;眼神;表情","","","7000","7000-words"
"lot","n.","很多,多數;一批;一塊地","","","7000","7000-words"
"love","n.","愛","","","7000","7000-words"
"low","n.","低水平,低點;低速","","","7000","7000-words"
"lunch","n.","午餐","","","7000","7000-words"
"luncheon","n.","午餐,(正式的)午餐會","","","7000","7000-words"
"ma","n.","媽","","","7000","7000-words"
"machine","n.","機器","","","7000","7000-words"
"mail","n.","信件","","","7000","7000-words"
"mama","n.","(兒語)媽媽","","","7000","7000-words"
"mamma","n.","mama","","","7000","7000-words"
"man","n.","男人; 人類","","","7000","7000-words"
"map","n.","地圖","","","7000","7000-words"
"market","n.","市場","","","7000","7000-words"
"master","n.","主人","","","7000","7000-words"
"matter","n.","事情","","","7000","7000-words"
"May","n.","五月","","","7000","7000-words"
"meat","n.","肉類","","","7000","7000-words"
"meet","n.","集會;競賽大會","","","7000","7000-words"
"middle","n.","中央","","","7000","7000-words"
"mile","n.","英哩","","","7000","7000-words"
"milk","n.","牛奶","","","7000","7000-words"
"mind","n.","心智","","","7000","7000-words"
"minute","n.","分鐘","","","7000","7000-words"
"miss","n.","少女","","","7000","7000-words"
"mistake","n.","錯誤","","","7000","7000-words"
"mister","n.","先生","","","7000","7000-words"
"mom","n.","母親","","","7000","7000-words"
"moment","n.","片刻","","","7000","7000-words"
"mommy","n.","母親","","","7000","7000-words"
"Monday","n.","星期一","","","7000","7000-words"
"money","n.","錢","","","7000","7000-words"
"monkey","n.","猴子","","","7000","7000-words"
"month","n.","月份","","","7000","7000-words"
"moon","n.","月亮","","","7000","7000-words"
"morning","n.","早晨","","","7000","7000-words"
"mother","n.","母親","","","7000","7000-words"
"mountain","n.","山","","","7000","7000-words"
"mouse","n.","老鼠; 滑鼠","","","7000","7000-words"
"mouth","n.","嘴巴","","","7000","7000-words"
"movement","n.","動作","","","7000","7000-words"
"movie","n.","電影","","","7000","7000-words"
"mud","n.","泥巴","","","7000","7000-words"
"mug","n.","(有柄)大杯子","","","7000","7000-words"
"mummy","n.","木乃伊;(兒語)媽媽","","","7000","7000-words"
"music","n.","音樂","","","7000","7000-words"
"must","n.","必須做的事;不可少的事物","","","7000","7000-words"
"name","n.","名字","","","7000","7000-words"
"nation","n.","國家","","","7000","7000-words"
"nature","n.","自然","","","7000","7000-words"
"neck","n.","脖子","","","7000","7000-words"
"need","n.","需要;需求;貧窮","","","7000","7000-words"
"news","n.","新聞","","","7000","7000-words"
"newspaper","n.","報紙","","","7000","7000-words"
"night","n.","夜晚","","","7000","7000-words"
"nine","n.","九","","","7000","7000-words"
"nineteen","n.","十九","","","7000","7000-words"
"ninety","n.","九十","","","7000","7000-words"
"no","n.","不;沒有;拒絕;反對票","","","7000","7000-words"
"noise","n.","噪音","","","7000","7000-words"
"noon","n.","中午","","","7000","7000-words"
"north","n.","北方","","","7000","7000-words"
"nose","n.","鼻子","","","7000","7000-words"
"note","n.","筆記;音符;記錄;便條","","","7000","7000-words"
"nothing","n.","無事;無物;沒什麼","","","7000","7000-words"
"notice","n.","注意;通知","","","7000","7000-words"
"November","n.","十一月","","","7000","7000-words"
"now","n.","現在,目前,此刻","","","7000","7000-words"
"number","n.","號碼;數字","","","7000","7000-words"
"nurse","n.","護士","","","7000","7000-words"
"O.K.","n.","認可,批准","","","7000","7000-words"
"ocean","n.","海洋","","","7000","7000-words"
"o'clock","n.","點鐘","","","7000","7000-words"
"October","n.","十月","","","7000","7000-words"
"office","n.","辦公室","","","7000","7000-words"
"officer","n.","軍官;官員","","","7000","7000-words"
"oil","n.","油","","","7000","7000-words"
"OK","n.","認可,批准","","","7000","7000-words"
"okay","n.","同意;批准","","","7000","7000-words"
"once","n.","一次,一回","","","7000","7000-words"
"one","n.","一;一個人;一件事物","","","7000","7000-words"
"open","n.","戶外,野外;曠野,空地;公開賽","","","7000","7000-words"
"orange","n.","柳橙;橙色","","","7000","7000-words"
"order","n.","定單","","","7000","7000-words"
"out","n.","託辭;(棒球等)出局","","","7000","7000-words"
"outside","n.","外面,外部;外側;外表","","","7000","7000-words"
"pa","n.","爸","","","7000","7000-words"
"page","n.","頁","","","7000","7000-words"
"paint","n.","油漆,塗料","","","7000","7000-words"
"pair","n.","一副","","","7000","7000-words"
"pants","n.","褲子","","","7000","7000-words"
"papa","n.","爸爸","","","7000","7000-words"
"paper","n.","紙張","","","7000","7000-words"
"parent","n.","雙親之一","","","7000","7000-words"
"park","n.","公園","","","7000","7000-words"
"part","n.","部份","","","7000","7000-words"
"party","n.","派對","","","7000","7000-words"
"pass","n.","通行證;護照;及格;傳球動作;山隘","","","7000","7000-words"
"past","n.","過去,昔日;往事;經歷;過去式","","","7000","7000-words"
"payment","n.","支付,付款","","","7000","7000-words"
"pen","n.","原子筆;墨水筆","","","7000","7000-words"
"pencil","n.","鉛筆","","","7000","7000-words"
"people","n.","人們","","","7000","7000-words"
"person","n.","人","","","7000","7000-words"
"pet","n.","寵物","","","7000","7000-words"
"piano","n.","鋼琴","","","7000","7000-words"
"picture","n.","圖畫;照片","","","7000","7000-words"
"pie","n.","派(食品)","","","7000","7000-words"
"piece","n.","件;片","","","7000","7000-words"
"pig","n.","豬","","","7000","7000-words"
"place","n.","地方","","","7000","7000-words"
"plan","n.","計畫","","","7000","7000-words"
"plane","n.","飛機","","","7000","7000-words"
"plant","n.","植物,農作物;工廠","","","7000","7000-words"
"play","n.","遊戲;戲劇","","","7000","7000-words"
"player","n.","遊戲者;運動者;表演者","","","7000","7000-words"
"playground","n.","遊樂場;運動場","","","7000","7000-words"
"pocket","n.","口袋","","","7000","7000-words"
"poetry","n.","詩,詩歌,韻文","","","7000","7000-words"
"point","n.","點;要點","","","7000","7000-words"
"police","n.","警察","","","7000","7000-words"
"policeman","n.","警察,警員","","","7000","7000-words"
"pond","n.","池塘","","","7000","7000-words"
"pool","n.","水池;美式撞球","","","7000","7000-words"
"pop","n.","砰的一聲","","","7000","7000-words"
"popcorn","n.","爆米花","","","7000","7000-words"
"position","n.","位置","","","7000","7000-words"
"power","n.","權力;動力","","","7000","7000-words"
"practice","n.","練習","","","7000","7000-words"
"price","n.","價錢","","","7000","7000-words"
"print","n.","圖片印刷品;出版物","","","7000","7000-words"
"problem","n.","問題","","","7000","7000-words"
"public","n.","公眾,民眾","","","7000","7000-words"
"pull","n.","拉,拖","","","7000","7000-words"
"purple","n.","紫色","","","7000","7000-words"
"purpose","n.","目的","","","7000","7000-words"
"push","n.","推;推進;奮發;緊迫","","","7000","7000-words"
"queen","n.","皇后","","","7000","7000-words"
"question","n.","問題","","","7000","7000-words"
"quiet","n.","安靜;寂靜;安穩;和平","","","7000","7000-words"
"race","n.","競賽;(生物的)種類","","","7000","7000-words"
"radio","n.","收音機","","","7000","7000-words"
"railroad","n.","鐵路","","","7000","7000-words"
"rain","n.","雨","","","7000","7000-words"
"rainbow","n.","彩虹","","","7000","7000-words"
"raise","n.","加薪;賭注加碼","","","7000","7000-words"
"rat","n.","老鼠","","","7000","7000-words"
"reach","n.","可及之範圍","","","7000","7000-words"
"reason","n.","理由","","","7000","7000-words"
"red","n.","紅色","","","7000","7000-words"
